author_type,doc_id,noun_phrase,root_text,pre_nom,post_nom,start_idx,end_idx,root_idx,np_len,n_pre,n_post
published,published-S2405844018389631,Alkyd resins applications,applications,NNS,NA,193,195,195,3,2,0
published,published-S2405844018389631,decorative paints,paints,JJ,NA,201,202,202,2,1,0
published,published-S2405844018389631,"air-drying paints, machine tool finishes, inks, matt and semi-matt varnishes of wood furniture, protection of surface from chemical attack, mechanical stress and environmental effect,",paints,VBG,NN,208,241,211,26,2,23
published,published-S2405844018389631,The presence of oil and glycerol,presence,DT,IN,247,252,248,6,1,4
published,published-S2405844018389631,parts of alkyd resins,parts,NA,IN,254,257,254,4,0,3
published,published-S2405844018389631,the quality of them,quality,DT,IN,259,262,260,4,1,2
published,published-S2405844018389631,eco,eco,NA,NA,264,264,264,1,0,0
published,published-S2405844018389631,conventional petroleum-based polymers that constitute environmental pollution and degradation,polymers,VBN,WDT,269,279,273,10,3,6
published,published-S2405844018389631,they,they,NA,NA,281,281,281,1,0,0
published,published-S2405844018389631,particular attention,attention,JJ,NA,284,285,285,2,1,0
published,published-S2405844018389631,their inherent non-toxic nature and biodegradability,nature,JJ,CC,288,295,293,7,4,2
published,published-S2405844018389631,"Several types of seed oils such as linseed oil, soybean oil, castor oil and tall oil",types,JJ,IN,308,325,309,16,1,14
published,published-S2405844018389631,the syntheses of polymeric resins like alkyds,syntheses,DT,IN,330,336,331,7,1,5
published,published-S2405844018389631,the nature of unsaturated fatty acid present,nature,DT,IN,339,345,340,7,1,5
published,published-S2405844018389631,These fats and oils,fats,DT,CC,352,355,353,4,1,2
published,published-S2405844018389631,"the ability to slowly absorb oxygen forming dry, tough, transparent and durable films when spread and exposed to air",ability,DT,TO,357,377,358,19,1,17
published,published-S2405844018389631,These drying oils,oils,VBG,NA,379,381,381,3,2,0
published,published-S2405844018389631,a variety of polyunsaturated fatty acids like linoleic and linolenic acid and their triglycerides,variety,DT,IN,383,396,384,14,1,12
published,published-S2405844018389631,Natural rubber,rubber,JJ,NA,401,405,402,2,1,0
published,published-S2405844018389631,"a high utility base resource with potential for several industrial utilizations such as putty, soap, biodiesel, alkyd resins, etc",resource,NN,IN,407,429,411,19,4,14
published,published-S2405844018389631,some southern states of Nigeria,states,JJ,IN,434,438,436,5,2,2
published,published-S2405844018389631,"an abundance of natural rubber plantation that can serve as a source of rubber seed oil , a practical raw material for the production of alkyd resins on an industrial scale",abundance,DT,IN,442,475,443,30,1,28
published,published-S2405844018389631,It,It,NA,NA,477,477,477,1,0,0
published,published-S2405844018389631,"a previous survey that about 42,980 metric tons of rubber seeds could be generated annually from a natural rubber plantation in Nigeria",survey,JJ,IN,482,503,484,22,2,19
published,published-S2405844018389631,"conditions such as abnormal leaf disease, genetics, phytophora disease, weather and powdery mildew disease",conditions,NA,JJ,507,523,507,14,0,13
published,published-S2405844018389631,the quantity of rubber seed that could be produced in any given year,quantity,DT,IN,526,538,527,13,1,11
published,published-S2405844018389631,The unique nature of rubber seed oil,nature,JJ,IN,543,556,545,7,2,4
published,published-S2405844018389631,"its level of unsaturation, relative abundance and possession of similar properties with linseed oil  which is widely utilized in the synthesis of alkyd resins",level,PRP$,IN,560,589,561,24,1,22
published,published-S2405844018389631,Nigeria,Nigeria,NA,NA,595,595,595,1,0,0
published,published-S2405844018389631,"a high demand for vegetable oil such as palm oil, soybean oil, coconut oil linseed oil, olive oil, etc., for nutritional, cosmetic and pharmaceutical purposes",demand,JJ,IN,599,630,601,25,2,22
published,published-S2405844018389631,The use of rubber seed oil for non-edible purposes,use,DT,IN,635,645,636,10,1,8
published,published-S2405844018389631,its availability and relative abundance,availability,PRP$,CC,647,651,648,5,1,3
published,published-S2405844018389631,it,it,NA,NA,653,653,653,1,0,0
published,published-S2405844018389631,linseed oil  which is costing the country a deal to import [17,oil,NN,WDT,658,674,659,12,1,10
published,published-S2405844018389631,this study,study,DT,NA,678,679,679,2,1,0
published,published-S2405844018389631,alkyd resins,resins,JJ,NA,681,682,682,2,1,0
published,published-S2405844018389631,the monoglyceride process,process,NN,NA,686,688,688,3,2,0
published,published-S2405844018389631,"rubber seed oil , linseed oil",oil,NN,NA,690,704,692,5,2,2
published,published-S2405844018389631,The physicochemical properties,properties,JJ,NA,706,708,708,3,2,0
published,published-S2405844018389631,performance and chemical resistance,resistance,NN,NA,711,714,714,4,3,0
published,published-S2405844018389631,the effect of blending on the properties of RSO and LSO,effect,DT,IN,720,730,721,11,1,9
published,published-S2405844019361146,recent reports,reports,JJ,NA,4,5,5,2,1,0
published,published-S2405844019361146,Tob/BTG family proteins,proteins,NN,NA,7,11,11,4,3,0
published,published-S2405844019361146,antiproliferative activity,activity,JJ,NA,13,14,14,2,1,0
published,published-S2405844019361146,a variety of cell types,variety,DT,IN,16,20,17,5,1,3
published,published-S2405844019361146,the regulation of tumorigenesis,regulation,DT,IN,25,28,26,4,1,2
published,published-S2405844019361146,our knowledge,knowledge,PRP$,NA,51,52,52,2,1,0
published,published-S2405844019361146,protease-like activity,activity,JJ,NA,54,57,57,3,2,0
published,published-S2405844019361146,the Tob/BTG family of proteins,family,NNP,IN,63,69,67,6,3,2
published,published-S2405844019361146,small synthetic peptides,peptides,JJ,NA,72,74,74,3,2,0
published,published-S2405844019361146,we,we,NA,NA,78,78,78,1,0,0
published,published-S2405844019361146,"the auto-proteolytic activity and the proteolytic activity of the synthetic nona-peptide JAL-TA9  derived from the Box A region of the Tob1 protein against Aβ42 and its fragment peptides, Aβ1-20 and Aβ11-29",activity,JJ,CC,82,126,86,36,3,32
published,published-S2405844019361146,Nuclear magnetic resonance  study,study,NN,NA,139,145,145,4,3,0
published,published-S2405844019361146,the stereo-structure of JAL-TA9,structure,HYPH,IN,148,155,151,6,2,3
published,published-S2405844019361146,we,we,NA,NA,165,165,165,1,0,0
published,published-S2405844019361146,the similar proteolytic activity of 5-mer synthetic peptides derived from JAL-TA9 [15,activity,JJ,IN,167,183,170,14,3,10
published,published-S2405844019361146,we,we,NA,NA,188,188,188,1,0,0
published,published-S2405844019361146,the shorter proteolytic peptides like JAL-TA9 as Catalytide,peptides,JJ,IN,191,200,194,9,3,5
published,published-S2405844019361146,Tob/BTG family proteins,proteins,NN,NA,213,217,217,4,3,0
published,published-S2405844019361146,"BTG1, BTG2/Tis21/PC3, ANA/BTG3, BTG4/PC3B, Tob1, and",BTG1,NA,NNP,221,239,221,10,0,9
published,published-S2405844019361146,"Three kinds of homologous regions, Box A, Box B and Box C in the N-terminus region of the Tob/BTG family,",kinds,CD,IN,242,268,243,22,1,20
published,published-S2405844019361146,the Tob/BTG family of proteins,family,NNP,IN,273,279,277,6,3,2
published,published-S2405844019361146,the function of theses region,function,DT,IN,282,286,283,5,1,3
published,published-S2405844019361146,The proteolytic activity of JAL-TA9,activity,JJ,IN,299,305,301,6,2,3
published,published-S2405844019361146,Tob/BTG family proteins,proteins,NN,NA,308,312,312,4,3,0
published,published-S2405844019361146,the proteolytic activity,activity,JJ,NA,315,317,317,3,2,0
published,published-S2405844019361146,Alzheimer''s disease,Alzheimer,NA,POS,319,325,319,3,0,2
published,published-S2405844019361146,the most common age-related neurodegenerative disorder,disorder,JJ,NA,327,334,334,7,6,0
published,published-S2405844019361146,It,It,NA,NA,336,336,336,1,0,0
published,published-S2405844019361146,aggregation and accumulation of Aβ42,aggregation,NA,CC,341,345,341,5,0,4
published,published-S2405844019361146,AD,AD,NA,NA,347,347,347,1,0,0
published,published-S2405844019361146,the strong neurotoxicity of Aβ42 oligomers,neurotoxicity,JJ,IN,350,355,352,6,2,3
published,published-S2405844019361146,This,This,NA,NA,357,357,357,1,0,0
published,published-S2405844019361146,Aβ42,Aβ42,NA,NA,359,359,359,1,0,0
published,published-S2405844019361146,drug therapies,therapies,NN,NA,364,365,365,2,1,0
published,published-S2405844019361146,two strategies,strategies,CD,NA,390,391,391,2,1,0
published,published-S2405844019361146,Aβ42,Aβ42,NA,NA,396,396,396,1,0,0
published,published-S2405844019361146,inhibitors against β- or γ-secretases that control the production of soluble Aβ42,inhibitors,NA,IN,401,414,401,13,0,12
published,published-S2405844019361146,inhibitors of Aβ42 oligomerization,inhibitors,NA,IN,422,425,422,4,0,3
published,published-S2405844019361146,Many trials,trials,JJ,NA,430,431,431,2,1,0
published,published-S2405844019361146,drugs,drugs,NA,NA,437,437,437,1,0,0
published,published-S2405844019361146,the treatment of AD,treatment,DT,IN,439,442,440,4,1,2
published,published-S2405844019361146,the results,results,DT,NA,445,446,446,2,1,0
published,published-S2405844019361146,the development of new and effective drugs,development,DT,IN,467,473,468,7,1,5
published,published-S2405844019361146,an urgent necessity for treating AD,necessity,JJ,IN,475,480,477,6,2,3
published,published-S2405844019361146,Catalytides such as JAL-TA9,Catalytides,NA,JJ,482,487,482,5,0,4
published,published-S2405844019361146,attractive candidates as peptide drugs,candidates,JJ,IN,489,493,490,5,1,3
published,published-S2405844019361146,a novel strategy for prevention and treatment of AD,strategy,JJ,IN,495,503,497,9,2,6
published,published-S2405844019361146,this study,study,DT,NA,506,507,507,2,1,0
published,published-S2405844019361146,we,we,NA,NA,509,509,509,1,0,0
published,published-S2405844019361146,ANA-TA9,TA9,NN,NA,512,517,514,2,1,0
published,published-S2405844019361146,Box A region of the ANA/BTG3 protein corresponding to JAL-TA9 to find new Catalytide,region,NNP,IN,520,537,522,16,2,13
published,published-S2405844019361146,we,we,NA,NA,541,541,541,1,0,0
published,published-S2405844019361146,"the proteolytic activity of ANA-TA9 and its components, ANA-SA5  and -YA4",activity,JJ,IN,543,564,545,13,2,10
published,published-S2451945617302428,Human Polo-like kinase 1,kinase,JJ,CD,2,10,6,5,3,1
published,published-S2451945617302428,multiple events that lead to accurate chromosome segregation during cell division,events,JJ,WDT,12,32,13,11,1,9
published,published-S2451945617302428,It,It,NA,NA,34,34,34,1,0,0
published,published-S2451945617302428,an N-terminal kinase catalytic domain,domain,JJ,NA,36,42,42,6,5,0
published,published-S2451945617302428,a C-terminal segment with tandem motifs that form the Polo-box domain,segment,JJ,IN,45,62,49,13,3,9
published,published-S2451945617302428,The PBD,PBD,DT,NA,64,65,65,2,1,0
published,published-S2451945617302428,pSer/pThr phosphopeptide,phosphopeptide,NNP,NA,67,70,70,3,2,0
published,published-S2451945617302428,"PLK1 to mitotic structures , direct PLK1 kinase activity",PLK1,NA,IN,74,116,74,8,0,7
published,published-S2451945617302428,"Homologous PBDs, in which key residues implicated in phosphopeptide substrate recognition are conserved",PBDs,JJ,IN,118,131,119,13,1,11
published,published-S2451945617302428,"the related human Polo-like kinases PLK2, PLK3, and PLK4",kinases,JJ,NNP,136,157,142,10,5,4
published,published-S2451945617302428,"PLK1''s essential role in mitosis, and",role,JJ,IN,159,167,163,7,3,3
published,published-S2451945617302428,"its dysregulation in several different forms of human cancer,",dysregulation,PRP$,IN,168,177,169,9,1,7
published,published-S2451945617302428,efforts to create small-molecule inhibitors,efforts,NA,TO,180,193,180,6,0,5
published,published-S2451945617302428,Potent ATP-competitive small-molecule inhibitors of PLK1,inhibitors,NN,IN,195,204,202,8,5,2
published,published-S2451945617302428,activity,activity,NA,NA,206,206,206,1,0,0
published,published-S2451945617302428,clinical development,development,JJ,NA,209,210,210,2,1,0
published,published-S2451945617302428,"Gjertsen and Schoffski, 2015",Gjertsen,NA,CC,214,218,214,4,0,3
published,published-S2451945617302428,that,that,NA,NA,224,224,224,1,0,0
published,published-S2451945617302428,PBD binding to phosphopeptide substrates,PBD,NA,VBG,226,230,226,5,0,4
published,published-S2451945617302428,mitotic arrest and apoptosis in cancer cell lines,arrest,JJ,CC,235,242,236,8,1,6
published,published-S2451945617302428,micromolar concentrations,concentrations,JJ,NA,244,252,245,2,1,0
published,published-S2451945617302428,"Scharow et al., 2015;",al,NNP,NNP,254,260,256,4,2,1
published,published-S2451945617302428,"Watanabe et al., 2009;",al,NNP,NNP,261,267,263,4,2,1
published,published-S2451945617302428,non-specific protein alkylators,alkylators,NN,NA,283,294,287,4,3,0
published,published-S2451945617302428,"Mutations activating the small GTP-binding protein KRAS, which occur frequently in human cancers,",Mutations,NA,VBG,296,312,296,14,0,13
published,published-S2451945617302428,therapeutic targeting,targeting,JJ,NA,318,326,319,2,1,0
published,published-S2451945617302428,Inhibitors unique to the G12C KRAS mutant,Inhibitors,NA,JJ,328,334,328,7,0,6
published,published-S2451945617302428,et al,al,NNP,NA,340,341,341,2,1,0
published,published-S2451945617302428,"inhibitors of an essential interaction between KRAS and the prenyl-binding protein, PDEδ",inhibitors,NA,IN,349,370,349,13,0,12
published,published-S2451945617302428,An RNAi screen for factors whose depletion inhibits the growth of mutant KRAS G12D-expressing cancer cell lines,screen,JJ,IN,380,398,382,18,2,15
published,published-S2451945617302428,PLK1 and components of the APC/C ubiquitin-conjugating holoenzyme,PLK1,NA,CC,400,419,400,10,0,9
published,published-S2451945617302428,Genetic modulation of the pathway linking PLK1 to APC/C activation,modulation,JJ,IN,421,432,422,11,1,9
published,published-S2451945617302428,the proliferation of mutant KRAS G12D-expressing cancer cells,proliferation,DT,IN,434,443,435,9,1,7
published,published-S2451945617302428,ATP-competitive PLK1 inhibitors,inhibitors,NNP,NA,446,450,450,4,3,0
published,published-S2451945617302428,their growth as xenografts,growth,PRP$,IN,452,455,453,4,1,2
published,published-S2451945617302428,we,we,NA,NA,459,459,459,1,0,0
published,published-S2451945617302428,compounds that modulate protein-protein interactions of the structurally related PLK kinases via the PBD domain,compounds,NA,WDT,461,477,461,16,0,15
published,published-S2451945617302428,their utility,utility,PRP$,NA,481,482,482,2,1,0
published,published-S2451945617302428,strategies to target mutant KRAS,strategies,NA,TO,484,488,484,5,0,4
published,published-S2451945617302428,cells expressing mutant KRAS in two-dimensional or organoid cultures,cells,NA,VBG,500,510,500,10,0,9
published,published-S2451945617302428,An optimized analog,analog,VBN,NA,512,519,514,3,2,0
published,published-S2451945617302428,KRAS-expressing cancer,cancer,VBG,NA,523,526,526,3,2,0
published,published-S2451945617302428,systemic oral administration,administration,JJ,NA,529,531,531,3,2,0
published,published-S2451945617302428,Poloppin sensitivity,sensitivity,NNP,NA,535,536,536,2,1,0
published,published-S2451945617302428,cancer cells,cells,NN,NA,539,540,540,2,1,0
published,published-S2451945617302428,an ATP-competitive PLK1 inhibitor,inhibitor,NNP,NA,543,548,548,5,4,0
published,published-S2451945617302428,Poloppin,Poloppin,NA,NA,551,551,551,1,0,0
published,published-S2451945617302428,mutant KRAS-expressing cells,cells,VBG,NA,553,557,557,4,3,0
published,published-S2451945617302428,inhibitors of the MET tyrosine kinase,inhibitors,NA,IN,561,566,561,6,0,5
published,published-S2451945617302428,opportunities for combination therapy,opportunities,NA,IN,569,572,569,4,0,3
published,published-S2468550X16300326,Growth,Growth,NA,NA,2,2,2,1,0,0
published,published-S2468550X16300326,the most important traits in fish aquaculture,traits,JJ,IN,6,17,9,7,3,3
published,published-S2468550X16300326,Heritability,Heritability,NA,NA,19,19,19,1,0,0
published,published-S2468550X16300326,the measure of the relative proportion of genetic versus environmental factors that determine the total variation of a specific trait,measure,DT,IN,21,40,22,20,1,18
published,published-S2468550X16300326,Heritability,Heritability,NA,NA,42,42,42,1,0,0
published,published-S2468550X16300326,an important genetic parameter in selective breeding programs,parameter,JJ,IN,44,58,47,8,3,4
published,published-S2468550X16300326,"narrow sense heritability, which is the proportion of total phenotypic variation due to additive genetic factors,",heritability,NN,WDT,62,79,64,16,2,13
published,published-S2468550X16300326,a trait,trait,DT,NA,85,86,86,2,1,0
published,published-S2468550X16300326,selection,selection,NA,NA,90,90,90,1,0,0
published,published-S2468550X16300326,"Heritabilities have been estimated for a number of traits in several aquaculture fish species, such as growth in the common carp , and Asian seabass",Heritabilities,NA,VBP,92,184,92,24,0,23
published,published-S2468550X16300326,aquaculture species,species,NN,NA,187,188,188,2,1,0
published,published-S2468550X16300326,the estimated heritabilities for growth traits,heritabilities,VBN,IN,189,194,191,6,2,3
published,published-S2468550X16300326,Heritability estimates,estimates,NN,NA,212,213,213,2,1,0
published,published-S2468550X16300326,"a number of factors, such as, genetic background, genetic variation, sample size, culturing conditions and the number of generations of selection that the population has gone through",number,DT,IN,217,253,218,27,1,25
published,published-S2468550X16300326,aquaculture,aquaculture,NA,NA,265,265,265,1,0,0
published,published-S2468550X16300326,the genetic gain for growth rate,gain,JJ,IN,267,272,269,6,2,3
published,published-S2468550X16300326,newly emerging species,species,VBG,NA,291,293,293,3,2,0
published,published-S2468550X16300326,information about heritabilities for important traits and increase of growth,information,NA,IN,295,304,295,10,0,9
published,published-S2468550X16300326,The Asian seabass,seabass,JJ,NA,309,315,311,3,2,0
published,published-S2468550X16300326,an important commercial fish in the Indo-Pacific region,fish,JJ,IN,317,326,320,9,3,5
published,published-S2468550X16300326,It,It,NA,NA,328,328,328,1,0,0
published,published-S2468550X16300326,an ideal aquaculture species,species,NN,NA,331,334,334,4,3,0
published,published-S2468550X16300326,it,it,NA,NA,336,336,336,1,0,0
published,published-S2468550X16300326,high demand,demand,JJ,NA,339,340,340,2,1,0
published,published-S2468550X16300326,salinities ranging from fresh to sea water,salinities,NA,VBG,348,354,348,7,0,6
published,published-S2468550X16300326,monsoonal areas,areas,JJ,NA,361,366,362,2,1,0
published,published-S2468550X16300326,the United Nations Food and Agricultural Organisation,Food,NNP,CC,380,386,383,7,3,3
published,published-S2468550X16300326,a recognized need for genetic selection programmes for Asian seabass to target faster growth and disease resistance,need,VBN,IN,392,408,394,17,2,14
published,published-S2468550X16300326,date,date,NA,NA,412,412,412,1,0,0
published,published-S2468550X16300326,little efforts have been made,efforts,JJ,VBP,413,422,414,5,1,3
published,published-S2468550X16300326,A unique study describing significant heritabilities and high phenotypic variation in body weight and length of Asian seabass at very early stages,study,JJ,VBG,424,452,426,22,2,19
published,published-S2468550X16300326,it,it,NA,NA,455,455,455,1,0,0
published,published-S2468550X16300326,fish growth rate,rate,NN,NA,461,463,463,3,2,0
published,published-S2468550X16300326,selection,selection,NA,NA,465,465,465,1,0,0
published,published-S2468550X16300326,an early stage,stage,JJ,NA,467,481,469,3,2,0
published,published-S2468550X16300326,our laboratory,laboratory,PRP$,NA,486,487,487,2,1,0
published,published-S2468550X16300326,"collaboration with the Marine Aquaculture Center, Agri-Food and Veterinary Authority of Singapore",collaboration,NA,IN,490,504,490,13,0,12
published,published-S2468550X16300326,an Asian seabass selective breeding programme,programme,NN,NA,510,515,515,6,5,0
published,published-S2468550X16300326,growth and disease resistance,resistance,NN,NA,518,521,521,4,3,0
published,published-S2468550X16300326,"an initial broodstock composed of more than 500 adults from Malaysia, Indonesia, Thailand and Singapore",broodstock,JJ,VBN,523,546,525,15,2,12
published,published-S2468550X16300326,the growth traits from the first two batches  of the first generation,traits,NN,IN,557,572,559,12,2,9
published,published-S2468550X16300326,the broodstock,broodstock,DT,NA,580,581,581,2,1,0
published,published-S2468550X16300326,a genetic study,study,JJ,NA,583,585,585,3,2,0
published,published-S2468550X16300326,the narrow-sense heritabilities of Asian seabass growth traits,heritabilities,NN,IN,592,617,596,9,3,5
published,published-S2468550X16300326,90 dph,dph,CD,NA,620,626,621,2,1,0
published,published-S2468550X16300326,the correlation of each trait between 90 dph and 270 dph,correlation,DT,IN,629,647,630,11,1,9
published,published-S2468550X16300326,This study,study,DT,NA,649,650,650,2,1,0
published,published-S2468550X16300326,the heritabilities for growth traits at 90 dph,heritabilities,DT,IN,653,660,654,8,1,6
published,published-S2468550X16300326,maternal and dominance effects,effects,NN,NA,668,671,671,4,3,0
published,published-S2468550X16300326,the correlation of each trait between 90 dph and 270 dph,correlation,DT,IN,676,686,677,11,1,9
published,published-S2468550X16300326,These findings,findings,DT,NA,690,691,691,2,1,0
published,published-S2468550X16300326,the hypothesis that fish selection could be performed at an early age,hypothesis,DT,WDT,693,709,694,12,1,10
published,published-S2468550X16300326,maintenance costs,costs,NN,NA,713,722,714,2,1,0
published,published-S2468550X16300326,Further support to the previous findings,support,JJ,IN,724,729,725,6,1,4
published,published-S2468550X16300326,"a recent study on the Australian strains of Asian seabass, in which a different set of growth traits, wider range of ages and habitats and estimating the genotype by environment  effects were considered and found",study,JJ,IN,732,773,734,35,2,32
published,published-S2468550X16300326,G,G,NA,NA,775,775,775,1,0,0
published,published-S2468550X16300326,E effects,effects,NN,NA,777,778,778,2,1,0
published,published-S2468550X16300326,Both studies,studies,DT,NA,791,792,792,2,1,0
published,published-S2468550X16300326,the first generation  of Asian seabass raised in captivity to estimate the heritabilities of the initial broodstock,generation,JJ,IN,794,816,796,17,2,14
published,published-S2468550X16300326,It,It,NA,NA,818,818,818,1,0,0
published,published-S2468550X16300326,breeding programs,programs,VBG,NA,824,825,825,2,1,0
published,published-S2468550X16300326,heritability estimates,estimates,NN,NA,827,828,828,2,1,0
published,published-S2468550X16300326,generation to generation,generation,NA,IN,835,837,835,3,0,2
published,published-S2468550X16300326,the reduction of genetic variation,reduction,DT,IN,840,849,841,5,1,3
published,published-S2468550X16300326,It,It,NA,NA,851,851,851,1,0,0
published,published-S2468550X16300326,heritability for a selected species in each generation,heritability,NA,IN,856,863,856,8,0,7
published,published-S2468550X16300326,enough selective response,response,JJ,NA,866,868,868,3,2,0
published,published-S2468550X16300326,The purpose of this study,purpose,DT,IN,870,874,871,5,1,3
published,published-S2468550X16300326,narrow-sense heritabilities,heritabilities,NN,NA,878,886,881,3,2,0
published,published-S2468550X16300326,growth traits at 90 dph and 270 dph from F1 to F2 generation of Asian seabass,traits,NN,IN,888,903,889,16,1,14
published,published-S2468550X16300326,future genetic improvement,improvement,JJ,NA,906,908,908,3,2,0
published,published-S2468550X16300326,our knowledge,knowledge,PRP$,NA,911,912,912,2,1,0
published,published-S2468550X16300326,this,this,NA,NA,914,914,914,1,0,0
published,published-S2468550X16300326,"the first study that considers the second generation  of selectively bred Asian seabass to estimate the heritabilities of growth traits in F1, and comparing these heritabilities to F0",study,JJ,WDT,916,948,918,28,2,25
published,published-S2468550X17302137,"Carbon dioxide , methane",dioxide,NN,NN,1,17,2,3,1,1
published,published-S2468550X17302137,the three major gases leading to global warming,gases,JJ,VBG,19,33,22,8,3,4
published,published-S2468550X17302137,The concentrations of CH4 and N2O in the atmosphere,concentrations,DT,IN,35,43,36,9,1,7
published,published-S2468550X17302137,that of CO2,that,NA,IN,48,50,48,3,0,2
published,published-S2468550X17302137,their global warming potential,potential,NN,NA,53,59,56,4,3,0
published,published-S2468550X17302137,a time span of 100 years,span,NN,IN,68,73,70,6,2,3
published,published-S2468550X17302137,that of CO2,that,NA,IN,76,78,76,3,0,2
published,published-S2468550X17302137,the rice field,field,NN,NA,96,98,98,3,2,0
published,published-S2468550X17302137,a main source of CH4 and N2O emissions,source,JJ,IN,103,110,105,8,2,5
published,published-S2468550X17302137,water and nutrient management practices,practices,NN,NA,113,143,117,5,4,0
published,published-S2468550X17302137,the gross CH4 emissions from rice paddies,emissions,NNP,IN,154,160,157,7,3,3
published,published-S2468550X17302137,approximately 20–40 Tg/yr,yr,SYM,NA,164,168,168,5,4,0
published,published-S2468550X17302137,the total N2O,N2O,JJ,NA,171,173,173,3,2,0
published,published-S2468550X17302137,1.7–4.8 Tg/yr from overall farmland area,yr,SYM,IN,178,193,181,8,3,4
published,published-S2468550X17302137,China,China,NA,NA,202,202,202,1,0,0
published,published-S2468550X17302137,the major rice producers in the world,producers,NN,IN,206,212,209,7,3,3
published,published-S2468550X17302137,Evaluations of total CH4 and N2O emissions from Chinese rice fields,Evaluations,NA,IN,233,243,233,11,0,10
published,published-S2468550X17302137,6–10 Tg/yr and 32–51 Gg/yr,yr,SYM,CC,245,253,248,9,3,5
published,published-S2468550X17302137,The emissions of CH4 and N2O,emissions,DT,IN,265,270,266,6,1,4
published,published-S2468550X17302137,"production, conversion, and transportation processes",production,NA,NN,274,280,274,5,0,4
published,published-S2468550X17302137,Methanogenic archaea,archaea,JJ,NA,282,283,283,2,1,0
published,published-S2468550X17302137,CH4,CH4,NA,NA,286,286,286,1,0,0
published,published-S2468550X17302137,organic matter,matter,JJ,NA,290,291,291,2,1,0
published,published-S2468550X17302137,oxygen-poor conditions,conditions,JJ,NA,293,300,296,3,2,0
published,published-S2468550X17302137,the same time,time,JJ,NA,311,313,313,3,2,0
published,published-S2468550X17302137,CH4,CH4,NA,NA,315,315,315,1,0,0
published,published-S2468550X17302137,the environment,environment,DT,NA,318,319,319,2,1,0
published,published-S2468550X17302137,CO2,CO2,NA,NA,325,325,325,1,0,0
published,published-S2468550X17302137,methanotrophs in aerobic zones,methanotrophs,NA,IN,327,339,327,4,0,3
published,published-S2468550X17302137,"it is expelled into the atmosphere mostly through plants, aerenchyma, rarely through ebullition and diffusion from the sites of production",it,NA,VBZ,351,391,351,20,0,19
published,published-S2468550X17302137,Nitrification and denitrification processes occurring in appropriate soil regions,processes,NN,VBG,393,401,396,9,3,5
published,published-S2468550X17302137,N2O,N2O,NA,NA,405,413,405,1,0,0
published,published-S2468550X17302137,Nitrification,Nitrification,NA,NA,415,415,415,1,0,0
published,published-S2468550X17302137,"place where sufficient oxygen  exists, while denitrification requires anaerobic conditions",place,NA,WRB,417,430,417,10,0,9
published,published-S2468550X17302137,It,It,NA,NA,432,432,432,1,0,0
published,published-S2468550X17302137,only small amounts of N2O,amounts,JJ,IN,437,441,439,5,2,2
published,published-S2468550X17302137,rice fields under waterlogged conditions,fields,NN,IN,445,449,446,5,1,3
published,published-S2468550X17302137,N2O as an obligate intermediate,N2O,NA,IN,452,456,452,5,0,4
published,published-S2468550X17302137,nitrogen,nitrogen,NA,NA,463,466,463,1,0,0
published,published-S2468550X17302137,a result of oxides limitation,result,DT,IN,468,479,469,5,1,3
published,published-S2468550X17302137,it,it,NA,NA,492,492,492,1,0,0
published,published-S2468550X17302137,water,water,NA,NA,497,497,497,1,0,0
published,published-S2468550X17302137,N2O,N2O,NA,NA,499,499,499,1,0,0
published,published-S2468550X17302137,more opportunities to be reduced,opportunities,JJR,TO,501,505,502,5,1,3
published,published-S2468550X17302137,N2O,N2O,NA,NA,521,521,521,1,0,0
published,published-S2468550X17302137,soil,soil,NA,NA,525,525,525,1,0,0
published,published-S2468550X17302137,atmosphere,atmosphere,NA,NA,527,527,527,1,0,0
published,published-S2468550X17302137,no water layer,layer,NN,NA,531,533,533,3,2,0
published,published-S2468550X17302137,the contrary,contrary,DT,NA,536,537,537,2,1,0
published,published-S2468550X17302137,rice plants,plants,NN,NA,539,540,540,2,1,0
published,published-S2468550X17302137,N2O,N2O,NA,NA,542,542,542,1,0,0
published,published-S2468550X17302137,the soil,soil,DT,NA,544,545,545,2,1,0
published,published-S2468550X17302137,Many reports,reports,JJ,NA,557,558,558,2,1,0
published,published-S2468550X17302137,the fluxes of CH4 and N2O from rice fields,fluxes,DT,IN,562,570,563,9,1,7
published,published-S2468550X17302137,"many factors, such as fertilization, water regime, tillage, and cultivation",factors,JJ,JJ,574,594,575,10,1,8
published,published-S2468550X17302137,Rice-fish culture,culture,NN,NA,619,622,622,3,2,0
published,published-S2468550X17302137,a typical model combining planting of rice and rearing if fish in the rice field with a long history in China,model,JJ,VBG,624,648,626,21,2,18
published,published-S2468550X17302137,al,al,NA,NA,655,655,655,1,0,0
published,published-S2468550X17302137,"Li, 1988;",Li,NA,CD,660,663,660,2,0,1
published,published-S2468550X17302137,Mirhaj et al,al,NNP,NA,664,666,666,3,2,0
published,published-S2468550X17302137,O2 deficiency and other conditions that increase organic carbon levels,deficiency,NNP,CC,693,702,694,10,1,8
published,published-S2468550X17302137,"rice-fish cultivation system, which promote the CH4 emission and depress the N2O emission",system,NN,WDT,706,741,710,14,3,10
published,published-S2468550X17302137,al,al,NA,NA,745,745,745,1,0,0
published,published-S2468550X17302137,Eriocheir sinensis,sinensis,NNP,NA,756,757,757,2,1,0
